,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,Target
167500,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
634405,3,15000.0,0.0,0.0,0.0,0.0,0.0,0
869914,1,500.0,139.48,139.48,0.0,27.0,0.0,0
219427,2,28300.0,2863.37,0.0,0.0,86.0,100.0,0
913277,1,500.0,0.0,0.0,0.0,0.0,0.0,0
48074,2,17000.0,0.0,0.0,0.0,0.0,0.0,0
660736,10,2500.0,0.0,0.0,0.0,0.0,0.0,0
1126708,1,500.0,0.0,20.85,0.0,0.0,20.85,0
499400,1,10000.0,6571.01,570.26,0.0,197.0,500.0,0
167376,2,10000.0,0.0,0.0,0.0,0.0,91.48,0
1029368,1,7500.0,3509.19,0.0,0.0,0.0,108.0,0
394087,1,5000.0,3649.33,0.0,0.0,109.0,300.0,0
1142376,1,15000.0,14354.15,0.0,0.0,431.0,450.0,0
344849,1,9250.0,0.0,0.0,0.0,0.0,0.0,0
662882,3,9500.0,0.0,0.0,0.0,0.0,0.0,0
644848,1,6500.0,0.0,0.0,0.0,0.0,0.0,0
714580,1,7500.0,7212.63,122.31,0.0,0.0,218.0,0
1005795,1,2000.0,1453.87,285.03,0.0,44.0,100.0,0
260340,1,17000.0,146.13,346.13,0.0,27.0,270.0,0
660507,1,11500.0,0.0,0.0,0.0,0.0,0.0,0
740190,1,7500.0,0.0,0.0,0.0,0.0,0.0,0
804206,2,7000.0,536.7,1894.27,20.35,27.0,1621.64,0
511808,1,3750.0,0.0,0.0,0.0,0.0,0.0,0
610488,1,25000.0,0.0,0.0,0.0,0.0,0.0,0
125361,1,13000.0,1368.81,1285.43,0.0,41.0,250.0,0
713385,1,12000.0,4101.04,0.0,0.0,123.0,388.0,0
128020,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
159266,2,5000.0,4366.14,0.0,0.0,0.0,150.0,0
682173,1,18500.0,0.0,0.0,0.0,0.0,0.0,0
103047,1,2500.0,1109.64,0.0,0.0,33.0,50.0,0
1136276,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
227799,1,6000.0,4926.33,985.44,6.98,148.0,200.0,0
