,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,Target
479363,3,27000.0,0.0,0.0,0.0,0.0,0.0,0
1114125,8,2000.0,0.0,0.0,0.0,0.0,0.0,0
148446,4,8200.0,0.0,0.0,0.0,0.0,0.0,0
640981,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
281443,3,15500.0,539.92,539.92,0.0,27.0,6405.81,0
1187887,1,2000.0,0.0,420.82,0.0,0.0,530.4,0
458401,1,1000.0,217.78,0.0,0.0,27.0,50.0,0
1039485,1,300.0,0.0,0.0,0.0,0.0,0.0,0
19237,1,500.0,0.0,0.0,0.0,0.0,0.0,0
381044,4,9000.0,0.0,0.0,0.0,0.0,0.0,0
82543,1,2000.0,2025.23,7.83,0.0,80.0,100.0,0
633051,1,500.0,0.0,27.8,0.0,0.0,27.8,0
208502,1,500.0,0.0,0.0,0.0,0.0,0.0,0
1227623,1,500.0,490.34,154.18,0.0,27.0,100.0,0
1087073,1,26000.0,3.32,0.0,0.0,3.32,993.35,0
763576,2,28500.0,882.99,14564.69,417.63,0.0,16333.31,0
1188340,1,3000.0,31.14,152.16,0.0,27.0,300.0,0
997725,1,5000.0,2377.0,0.0,0.0,71.0,73.0,0
1232499,11,7000.0,4269.13,590.3,0.0,128.0,115.0,0
35786,1,29300.0,0.0,0.0,0.0,0.0,0.0,0
129584,1,500.0,485.72,485.72,0.0,27.0,0.0,0
64007,2,5000.0,33.46,0.0,0.0,0.0,500.0,0
190246,1,21500.0,10186.59,165.38,53.59,306.0,633.0,0
1155586,1,4000.0,0.0,0.0,0.0,0.0,0.0,0
208821,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
50149,1,5000.0,728.41,0.0,0.0,27.0,200.0,0
838929,1,300.0,0.0,0.0,0.0,0.0,0.0,0
173189,1,1000.0,1048.27,9.72,0.0,60.0,0.0,0
1189894,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
543400,1,5000.0,604.03,184.36,476.6,27.0,500.0,0
827574,1,1000.0,272.56,696.98,0.0,27.0,436.26,0
381943,1,10000.0,0.0,0.0,0.0,0.0,0.0,0
85972,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
162937,1,2000.0,611.11,0.0,0.0,27.0,0.0,0
6202,1,500.0,495.34,531.15,0.0,0.0,200.0,0
760639,3,12000.0,0.0,0.0,0.0,0.0,0.0,0
60416,1,5000.0,3362.32,0.0,0.0,101.0,125.0,0
177823,1,2000.0,737.21,0.0,0.0,22.0,60.0,0
69222,1,4500.0,0.0,0.0,0.0,0.0,0.0,0
985264,1,500.0,8.01,151.99,0.0,8.01,143.99,0
58759,1,1000.0,943.8,111.75,0.0,28.0,27.0,0
340947,2,7000.0,0.0,0.0,0.0,0.0,0.0,0
117402,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
977673,1,1000.0,676.88,363.74,0.0,27.0,200.0,0
515172,1,20000.0,10031.07,13.09,0.0,301.0,320.0,0
908047,1,300.0,0.0,0.0,0.0,0.0,0.0,0
854983,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
778061,1,300.0,0.0,0.0,0.0,0.0,0.0,0
87991,1,6000.0,5138.18,0.0,0.0,154.0,200.0,0
11982,1,500.0,0.0,0.0,0.0,0.0,0.0,0
466475,1,14400.0,139.64,127.18,0.0,27.0,100.0,0
818835,1,7500.0,0.0,0.0,0.0,0.0,0.0,0
1223851,3,25500.0,0.0,0.0,0.0,0.0,0.0,0
268670,1,2500.0,2320.69,0.0,0.0,138.0,0.0,0
1067982,1,500.0,0.0,0.0,0.0,0.0,0.0,0
