,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,Target
525331,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
443953,1,8000.0,7488.39,1833.08,0.0,225.0,1650.0,0
1056086,2,7500.0,4734.31,0.0,0.0,142.0,145.0,0
855196,1,26500.0,0.0,0.0,0.0,0.0,0.0,0
274789,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
760142,1,3000.0,1.26,0.0,0.0,1.26,191.6,0
836124,3,5000.0,0.0,79.0,0.0,0.0,79.0,0
1172747,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
863856,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
442877,8,1500.0,0.0,0.0,0.0,0.0,0.0,0
1074469,1,3500.0,0.0,0.0,0.0,0.0,0.0,0
712264,1,8250.0,0.0,0.0,0.0,0.0,0.0,0
1010897,1,26300.0,3507.58,410.23,0.0,0.0,400.0,0
523793,1,5500.0,5254.81,219.4,0.0,0.0,300.0,0
1123191,1,27000.0,0.0,0.0,0.0,0.0,0.0,0
1091061,1,5000.0,4969.7,0.0,0.0,149.0,150.0,0
401600,1,15500.0,142.89,142.89,0.0,27.0,101.84,0
173968,1,4500.0,0.0,0.0,0.0,0.0,0.0,0
852883,1,300.0,0.0,0.0,0.0,0.0,0.0,0
1014400,1,5000.0,947.43,197.39,0.0,0.0,29.0,0
203085,2,14000.0,3502.73,0.0,0.0,0.0,210.0,0
379694,1,2500.0,545.6,585.61,0.0,27.0,50.0,0
227351,1,2500.0,1240.95,0.0,0.0,37.0,125.0,0
1167260,1,8000.0,5681.91,831.04,0.0,170.0,190.0,0
277914,1,8000.0,0.0,0.0,0.0,0.0,1477.37,0
328710,2,25800.0,0.0,41.01,0.0,0.0,41.01,0
949920,1,2000.0,1631.56,0.0,0.0,49.0,50.0,0
1024586,1,10300.0,0.0,0.0,0.0,0.0,0.0,0
27053,2,29000.0,174.39,174.39,0.0,29.0,499.25,0
942914,1,27800.0,283.14,283.14,0.0,27.0,0.0,0
848451,1,7000.0,6293.02,0.0,0.0,189.0,200.0,0
471944,1,25500.0,0.0,0.0,0.0,0.0,0.0,0
778186,1,2000.0,9.74,9.74,0.0,0.0,1519.73,0
45602,1,1500.0,602.37,0.0,0.0,27.0,250.0,0
903605,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
456292,1,14000.0,0.0,0.0,0.0,0.0,0.0,0
1034853,6,2500.0,0.0,0.0,0.0,0.0,0.0,0
495077,3,5200.0,0.0,0.0,0.0,0.0,0.0,0
715385,1,2000.0,782.04,0.0,0.0,27.0,30.0,0
1015549,1,16500.0,81.96,1592.9,0.0,0.0,3400.0,0
503051,2,26500.0,0.0,0.0,0.0,0.0,0.0,0
789694,3,7500.0,6858.96,1287.25,0.0,0.0,330.0,0
736505,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
761588,1,500.0,0.0,0.0,0.0,0.0,0.0,0
735426,1,25000.0,24278.07,938.0,0.0,728.0,964.06,0
154791,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
6919,1,22000.0,6863.71,438.61,0.0,206.0,250.0,0
935415,1,6500.0,6419.31,704.8,0.0,193.0,0.0,0
473187,5,5000.0,0.0,0.0,0.0,0.0,0.0,0
396106,1,22800.0,12026.29,431.86,0.0,361.0,2000.0,0
969227,1,6000.0,0.0,0.0,0.0,0.0,0.0,0
950211,1,300.0,193.52,328.52,0.0,29.0,360.97,0
1007226,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
629287,1,10500.0,6574.76,20.5,0.0,197.0,300.0,0
637401,1,7300.0,4408.79,52.85,0.0,132.0,200.0,0
772052,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
1150990,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
917519,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
701162,1,3000.0,2166.54,0.0,0.0,65.0,250.0,0
999566,4,5000.0,0.0,0.0,0.0,0.0,0.0,0
613772,9,5000.0,0.0,0.0,0.0,0.0,0.0,0
409921,2,16500.0,0.0,113.8,0.0,0.0,175.28,0
61108,1,22000.0,0.0,0.0,0.0,0.0,0.0,0
426557,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
1069006,1,500.0,46.06,114.1,0.0,27.0,153.56,0
272151,1,15000.0,9740.47,48.68,0.0,292.0,5000.0,0
858855,3,22300.0,428.38,455.19,0.0,27.0,500.0,0
1020526,1,300.0,0.0,0.0,0.0,0.0,0.0,0
839411,1,500.0,0.0,0.0,0.0,0.0,0.0,0
746391,2,13000.0,13197.04,0.0,0.0,660.0,120.0,0
15311,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
238800,1,28000.0,18187.4,100.0,0.0,546.0,600.0,0
146450,1,500.0,0.0,0.0,0.0,0.0,0.0,0
396491,1,2500.0,0.0,0.0,0.0,0.0,0.0,0
40669,1,22000.0,0.0,0.0,0.0,0.0,0.0,0
511322,3,24800.0,1916.92,1052.89,0.0,58.0,207.32,0
777095,1,10000.0,6052.95,0.0,0.0,182.0,1689.68,0
573568,1,17500.0,2814.51,476.33,0.0,84.0,500.0,0
451261,1,1000.0,962.76,481.28,0.0,29.0,27.0,0
1092537,1,500.0,0.0,0.0,0.0,0.0,0.0,0
1025218,1,1000.0,499.57,4.17,0.0,27.0,340.0,0
983796,1,300.0,108.14,150.06,0.0,0.0,100.0,0
1198225,1,12000.0,0.0,0.0,0.0,0.0,0.0,0
1167064,1,2000.0,202.71,43.85,0.0,27.0,30.0,0
842645,1,1000.0,850.78,93.55,0.0,27.0,100.0,0
438209,1,16500.0,0.0,0.0,0.0,0.0,0.0,0
718596,1,2000.0,747.31,647.94,0.0,0.0,227.0,0
411119,1,300.0,0.0,0.0,0.0,0.0,0.0,0
848847,2,8000.0,0.0,0.0,0.0,0.0,0.0,0
170410,6,5000.0,0.0,0.0,0.0,0.0,0.0,0
786291,2,5000.0,526.96,656.49,16.12,27.0,300.0,0
892974,1,1000.0,0.58,0.0,0.0,0.0,0.0,0
211435,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
995139,1,300.0,50.09,158.64,0.0,27.0,108.55,0
585890,1,12000.0,0.0,0.0,0.0,0.0,0.0,0
430777,1,29000.0,0.0,0.0,0.0,0.0,0.0,0
813602,1,500.0,0.0,0.0,0.0,0.0,0.0,0
501627,2,13000.0,0.0,0.0,0.0,0.0,0.0,0
473819,1,15500.0,1152.86,0.0,0.0,35.0,110.0,0
852300,1,500.0,0.0,0.0,0.0,0.0,0.0,0
425173,1,10000.0,0.0,0.0,0.0,0.0,0.0,0
970557,1,500.0,75.47,75.47,0.0,27.0,137.09,0
139446,1,28800.0,0.0,0.0,0.0,0.0,0.0,0
1172522,1,3000.0,2846.97,0.0,0.0,85.0,90.0,0
1034363,1,27500.0,-45.94,59.47,0.0,0.0,0.0,0
383454,4,11300.0,0.0,0.0,0.0,0.0,0.0,0
1141065,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
840288,1,4500.0,0.0,0.0,0.0,0.0,0.0,0
1057499,1,2000.0,258.85,258.85,0.0,27.0,202.57,0
558803,1,28500.0,2331.29,238.81,0.0,70.0,70.0,0
98210,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
341446,1,4000.0,0.0,0.0,0.0,0.0,0.0,0
996995,1,4000.0,1067.96,24.99,24.99,0.0,33.0,0
1101839,1,300.0,221.85,13.09,0.0,27.0,27.0,0
795408,1,500.0,0.0,0.0,0.0,0.0,0.0,0
1223788,1,1000.0,359.89,359.89,0.0,0.0,504.34,0
987240,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
955755,1,1000.0,706.02,82.17,0.0,27.0,100.0,0
599133,1,15800.0,4480.19,0.0,0.0,0.0,250.0,0
291657,1,10000.0,0.0,0.0,0.0,0.0,0.0,0
727159,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
1003234,1,500.0,0.0,0.0,0.0,0.0,0.0,0
885117,1,300.0,0.0,292.13,0.0,0.0,293.13,0
608340,1,2500.0,2226.53,0.99,0.0,67.0,150.0,0
995772,1,27500.0,0.0,0.0,0.0,0.0,0.0,0
467399,1,29300.0,1205.78,1209.82,4.04,36.0,4155.1,0
878366,1,13400.0,0.0,0.0,0.0,0.0,0.0,0
586281,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
524917,1,10000.0,6251.88,26.1,0.0,188.0,200.0,0
60889,7,10000.0,0.0,0.0,0.0,0.0,0.0,0
634906,1,15800.0,0.0,70.0,0.0,0.0,79.52,0
411839,1,10000.0,7048.67,0.0,0.0,211.0,229.74,0
1212819,1,5000.0,2057.9,421.81,25.9,62.0,100.0,0
1187189,1,500.0,389.39,9.05,0.0,27.0,80.0,0
906809,1,1000.0,-0.01,120.0,0.0,0.0,120.0,0
554906,1,19000.0,5034.62,0.0,0.0,151.0,1000.0,0
461448,1,26000.0,911.97,1819.35,18.35,0.0,3820.44,0
898625,2,25500.0,0.0,0.0,0.0,0.0,0.0,0
359568,1,28800.0,1647.85,19.41,0.0,49.0,300.0,0
781122,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
770092,3,11500.0,0.0,0.0,0.0,0.0,0.0,0
364030,1,16000.0,0.0,0.0,0.0,0.0,0.0,0
531067,1,25000.0,21046.24,2615.82,48.44,631.0,1000.0,0
259755,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
586171,1,20000.0,0.0,0.0,0.0,0.0,0.0,0
383640,1,4500.0,4307.57,204.58,0.0,129.0,120.0,0
562198,1,8500.0,0.0,0.0,0.0,0.0,0.0,0
417055,1,1750.0,1696.85,164.81,0.0,51.0,200.0,0
323410,1,9500.0,0.0,169.98,0.0,0.0,169.98,0
800059,3,29000.0,0.0,0.0,0.0,0.0,0.0,0
301004,1,300.0,-25.31,0.0,0.0,0.0,0.0,0
354350,1,27500.0,39.95,124.84,0.0,27.0,463.74,0
531018,1,12000.0,966.5,2482.88,0.0,29.0,1616.38,0
709157,1,2000.0,1282.95,0.0,0.0,38.0,40.0,0
858532,3,7000.0,0.0,0.0,0.0,0.0,0.0,0
1204267,1,2500.0,1242.36,50.0,0.0,37.0,40.0,0
335388,1,26300.0,327.08,1444.61,0.0,0.0,1503.18,0
949973,1,17500.0,3033.3,817.11,0.0,156.0,0.0,0
363507,1,1200.0,678.66,3954.4,17.35,0.0,3283.12,0
192022,1,3000.0,44.97,44.97,0.0,27.0,38.78,0
616807,1,6000.0,2880.2,0.0,0.0,86.0,384.0,0
1215820,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
