,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,Target
611143,1,3000.0,2484.18,3.2,0.0,75.0,100.0,0
251695,2,26800.0,0.0,0.0,0.0,0.0,0.0,0
823381,1,10000.0,0.0,0.0,0.0,0.0,0.0,0
412111,1,8800.0,7603.68,784.71,0.0,228.0,300.0,0
519338,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
929251,1,500.0,0.0,277.43,0.0,0.0,320.84,0
333868,1,28500.0,13597.41,36.26,0.0,408.0,0.0,0
876814,1,1000.0,741.25,234.26,0.0,27.0,230.89,0
1144275,1,300.0,0.0,0.0,0.0,0.0,0.0,0
585373,1,4200.0,0.0,0.0,0.0,0.0,0.0,0
30217,1,25000.0,8794.06,153.9,0.0,264.0,300.0,0
166097,1,7500.0,0.0,0.0,0.0,0.0,0.0,0
591221,3,18500.0,1366.52,1641.98,0.0,41.0,1400.0,0
626887,1,26800.0,7538.11,234.38,0.0,0.0,275.0,0
637194,1,7300.0,0.0,149.9,0.0,0.0,0.0,0
522210,3,25000.0,121.34,1633.53,15.97,29.0,1656.92,0
146515,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
155201,1,500.0,0.0,0.0,0.0,0.0,0.0,0
252751,1,7500.0,4341.83,96.31,0.0,130.0,200.0,0
1216535,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
678982,1,16000.0,0.0,0.0,0.0,0.0,0.0,0
782912,1,8000.0,1587.41,946.46,0.0,0.0,500.0,0
183946,1,28800.0,0.0,0.0,0.0,0.0,21.5,0
254229,1,11000.0,1863.02,0.0,0.0,56.0,70.0,0
863286,1,900.0,0.0,0.0,0.0,0.0,0.0,0
449172,1,22800.0,1531.88,54.95,0.0,46.0,600.0,0
1020314,1,1500.0,48.08,323.69,0.0,27.0,280.69,0
1107273,1,16500.0,9016.23,468.13,0.0,270.0,270.0,0
621946,1,25000.0,1852.22,4166.77,0.0,56.0,7840.0,0
241655,1,28800.0,0.0,0.0,0.0,0.0,0.0,0
1037086,1,1000.0,350.83,0.0,0.0,27.0,500.0,0
186659,1,1000.0,353.54,739.53,26.02,0.0,973.0,0
1222204,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
633303,1,28000.0,158.14,158.14,0.0,29.0,159.6,0
1099111,1,23800.0,1925.58,0.0,0.0,58.0,200.0,0
983222,1,1000.0,425.18,0.0,0.0,27.0,200.0,0
751528,1,6000.0,3395.49,0.0,0.0,102.0,104.0,0
1162288,2,22000.0,385.98,386.0,0.0,27.0,764.58,0
739770,1,500.0,0.0,0.0,0.0,0.0,0.0,0
757539,1,3500.0,3331.8,0.0,0.0,100.0,125.0,0
