,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,Target
22684,2,27800.0,0.0,0.0,0.0,0.0,0.0,0
305476,1,1000.0,917.48,142.18,0.0,0.0,162.0,0
678897,2,10500.0,3598.71,1626.26,0.0,0.0,1200.0,0
285842,1,28800.0,263.35,0.0,0.0,27.0,200.0,0
742049,1,8500.0,0.0,0.0,0.0,0.0,0.0,0
514495,1,500.0,0.0,0.0,0.0,0.0,0.0,0
867035,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
1048505,1,2000.0,2080.71,10.0,0.0,60.0,60.0,0
612202,1,26000.0,0.0,0.0,0.0,0.0,0.0,0
328463,2,18800.0,0.0,0.0,0.0,0.0,0.0,0
522607,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
487216,1,25500.0,1660.47,839.58,0.0,50.0,600.0,0
628840,3,29000.0,0.0,0.0,0.0,0.0,0.0,0
522568,1,25000.0,0.0,0.0,0.0,0.0,0.0,0
1138271,1,500.0,0.0,0.0,0.0,0.0,0.0,0
841581,1,1000.0,632.02,236.53,0.0,0.0,100.0,0
756197,2,5000.0,5226.13,0.0,0.0,744.0,0.0,0
1077153,1,400.0,364.28,379.95,0.0,27.0,200.0,0
951569,1,6500.0,3892.94,75.77,0.0,117.0,113.74,0
699746,1,3000.0,507.57,195.0,0.0,27.0,100.0,0
149994,1,22500.0,678.97,0.0,0.0,27.0,27.0,0
224184,1,19500.0,0.0,0.0,0.0,0.0,0.0,0
625727,1,19000.0,0.0,0.0,0.0,0.0,0.0,0
469015,4,4000.0,0.0,0.0,0.0,0.0,0.0,0
198920,2,27500.0,583.69,924.72,0.0,27.0,575.64,0
1001174,1,5000.0,-63.34,10.66,0.0,0.0,0.0,0
823446,1,13500.0,100.0,100.0,0.0,27.0,0.0,0
286147,1,28500.0,0.0,0.0,0.0,0.0,0.0,0
809308,1,500.0,0.0,0.0,0.0,0.0,0.0,0
571799,1,10000.0,3760.23,0.0,0.0,0.0,500.0,0
301899,1,3000.0,923.91,0.0,0.0,55.0,0.0,0
373647,1,27500.0,2796.1,0.0,0.0,84.0,200.0,0
988705,1,1500.0,1442.14,0.0,0.0,43.0,45.0,0
