,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,Target
169409,1,28000.0,0.0,36.13,0.0,0.0,89.18,0
141856,1,2000.0,2181.69,0.0,0.0,237.0,0.0,0
309895,1,23000.0,0.0,0.0,0.0,0.0,0.0,0
413518,1,3500.0,0.0,0.0,0.0,0.0,0.0,0
1204472,1,300.0,0.0,0.0,0.0,0.0,0.0,0
1160625,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
1086629,1,500.0,291.96,299.92,0.0,27.0,629.0,0
64041,1,500.0,0.0,0.0,0.0,0.0,0.0,0
158067,3,5000.0,3298.86,0.0,0.0,0.0,300.0,0
1149063,1,5300.0,0.0,0.0,0.0,0.0,0.0,0
1102681,1,1000.0,698.52,0.0,0.0,27.0,30.0,0
473489,1,3500.0,575.25,800.99,0.0,0.0,800.0,0
614802,1,6000.0,-0.08,0.0,0.0,0.0,0.25,0
687912,1,6500.0,2718.09,711.71,137.17,82.0,300.0,0
851682,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
577305,1,26800.0,0.0,0.0,0.0,0.0,0.0,0
860664,1,500.0,475.46,23.29,0.0,0.0,27.0,0
981553,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
396459,2,15000.0,1017.08,0.0,0.0,31.0,211.29,0
442972,1,500.0,76.69,234.58,1.02,27.0,495.0,0
7159,1,16800.0,0.0,0.0,0.0,0.0,0.0,0
599471,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
80731,1,26100.0,6209.79,0.0,0.0,186.0,200.0,0
14163,1,2800.0,770.28,0.0,0.0,27.0,75.0,0
258720,1,27000.0,12046.19,0.0,0.0,0.0,574.0,0
989841,1,8000.0,1511.06,703.79,140.0,45.0,500.0,0
946459,1,3000.0,0.0,0.0,0.0,0.0,682.95,0
980418,1,7500.0,209.7,1069.39,8.52,0.0,1224.29,0
179319,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
710954,1,300.0,0.0,0.0,0.0,0.0,0.0,0
864111,1,5000.0,649.35,0.0,0.0,81.0,0.0,0
275086,2,12500.0,0.0,0.0,0.0,0.0,0.0,0
885883,1,1000.0,37.35,151.48,0.0,27.0,143.21,0
79024,1,4000.0,1155.03,1598.76,0.0,35.0,1365.0,0
192063,1,300.0,0.0,0.0,0.0,0.0,0.0,0
93760,1,12500.0,0.0,0.0,0.0,0.0,0.0,0
669484,1,1500.0,919.99,593.68,0.0,28.0,200.0,0
