,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,Target
290369,1,2500.0,0.0,0.0,0.0,0.0,0.0,0
269662,1,26000.0,0.0,0.0,0.0,0.0,0.0,0
978551,1,1000.0,336.09,748.21,0.0,27.0,466.92,0
774243,2,5000.0,3623.49,685.69,0.0,109.0,500.0,0
83648,1,9500.0,0.0,0.0,0.0,0.0,0.0,0
1121655,1,500.0,61.94,105.91,0.0,27.0,73.96,0
398581,1,1000.0,0.0,105.44,0.0,0.0,444.52,0
287401,1,6500.0,0.0,0.0,0.0,0.0,101.22,0
17281,1,28800.0,142.06,142.06,0.0,0.0,0.0,0
1206931,1,300.0,0.0,0.0,0.0,0.0,0.0,0
257989,1,13500.0,3096.26,39.23,0.0,93.0,150.0,0
427017,1,16000.0,15811.44,277.49,0.0,474.0,500.0,0
433490,1,8500.0,6572.07,138.14,0.0,197.0,300.0,0
174406,1,2500.0,2211.18,89.99,0.0,66.0,90.0,0
1176934,1,1000.0,566.23,259.22,0.0,0.0,50.0,0
326812,1,29500.0,702.05,1002.05,0.0,27.0,869.55,0
419060,1,26500.0,0.0,0.0,0.0,0.0,0.0,0
664657,3,19000.0,7196.23,149.5,0.0,216.0,0.0,0
321869,2,6500.0,1382.13,421.54,113.4,41.0,100.0,0
1115728,4,8000.0,0.0,0.0,0.0,0.0,0.0,0
709646,1,5500.0,1369.18,0.0,0.0,41.0,42.0,0
763992,1,3000.0,2865.05,236.01,0.0,86.0,100.0,0
1143257,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
805173,1,2500.0,0.0,0.0,0.0,0.0,0.0,0
807206,1,1000.0,994.95,4.74,0.0,30.0,20.0,0
1048490,1,2000.0,1867.36,16.07,16.07,56.0,50.0,0
82336,1,500.0,281.41,89.0,0.0,29.0,0.0,0
451449,11,2000.0,0.0,0.0,0.0,0.0,0.0,0
772591,1,500.0,0.0,0.0,0.0,0.0,426.47,0
441633,2,5000.0,-137.64,2151.0,518.92,0.0,2363.56,0
668714,1,300.0,264.86,19.6,0.0,27.0,30.0,0
920047,1,500.0,45.98,0.0,0.0,27.0,500.42,0
397581,2,26000.0,1365.34,1365.34,0.0,41.0,907.21,0
847693,1,24000.0,588.79,474.71,39.99,27.0,110.0,0
545692,1,28000.0,0.0,0.0,0.0,0.0,0.0,0
978717,1,15000.0,0.0,0.0,0.0,0.0,0.0,0
8961,1,6000.0,5594.91,207.56,0.0,168.0,0.0,0
745332,1,500.0,0.0,110.19,0.0,0.0,110.19,0
562394,1,16800.0,0.0,0.0,0.0,0.0,0.0,0
737908,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
340555,10,500.0,0.0,0.0,0.0,0.0,0.0,0
240480,1,2000.0,1954.36,49.62,0.0,59.0,0.0,0
1007628,1,1000.0,953.43,81.25,0.0,29.0,54.0,0
324235,1,25000.0,20966.68,0.0,0.0,629.0,600.0,0
191412,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
841444,7,500.0,0.0,0.0,0.0,0.0,0.0,0
308632,1,3000.0,1372.12,0.0,0.0,41.0,50.0,0
1019909,1,300.0,318.29,0.0,0.0,58.0,56.0,0
313825,1,17800.0,3556.54,546.68,0.0,107.0,700.0,0
707891,1,19000.0,0.0,0.0,0.0,0.0,0.0,0
591529,3,14000.0,0.0,0.0,0.0,0.0,0.0,0
578620,1,6000.0,0.0,0.0,0.0,0.0,0.0,0
852948,1,11500.0,0.0,0.0,0.0,0.0,0.0,0
383245,1,15000.0,0.0,692.76,0.0,0.0,692.76,0
194550,1,5000.0,3751.61,0.0,0.0,113.0,200.0,0
411491,1,1500.0,0.0,0.0,0.0,0.0,0.0,0
943774,1,25500.0,0.0,0.0,0.0,0.0,0.0,0
1008043,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
878828,1,1000.0,37.57,46.98,0.0,0.0,9.41,0
842469,1,5000.0,4647.79,0.0,0.0,284.0,288.0,0
368072,1,23500.0,43.3,43.3,0.0,27.0,43.3,0
95972,1,300.0,0.0,0.0,0.0,0.0,0.0,0
236855,1,500.0,0.0,0.0,0.0,0.0,0.0,0
1136186,1,2500.0,323.72,3712.17,0.0,0.0,3435.58,0
7420,1,26800.0,700.67,1390.63,189.96,27.0,914.69,0
331538,1,6200.0,3258.98,0.0,0.0,98.0,130.0,0
63951,1,2000.0,1320.96,186.65,0.0,40.0,891.99,0
466591,5,8750.0,0.0,0.0,0.0,0.0,0.0,0
844940,1,3500.0,1895.54,901.82,0.0,57.0,1150.0,0
700270,1,26500.0,0.0,0.0,0.0,0.0,0.0,0
78512,1,900.0,-4.47,0.0,0.0,0.0,0.0,0
628471,2,5000.0,73.22,72.24,0.0,27.0,235.38,0
549322,1,25500.0,3605.71,0.0,0.0,0.0,300.0,0
638758,1,6500.0,2013.54,2081.17,28.12,60.0,2650.0,0
245406,1,10000.0,0.0,0.0,0.0,0.0,0.0,0
889243,1,9000.0,3602.45,820.3,0.0,108.0,200.0,0
56695,1,11500.0,6531.62,178.2,0.0,196.0,200.0,0
492984,1,14000.0,-1.26,0.0,0.0,0.0,0.0,0
794047,1,20000.0,1246.44,72.96,0.0,37.0,2000.0,0
57830,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
614404,1,5000.0,4747.57,0.0,0.0,142.0,150.0,0
659032,1,5500.0,0.0,0.0,0.0,0.0,0.0,0
75818,1,25000.0,166.97,1274.16,0.0,29.0,1263.49,0
1053349,1,26000.0,1439.25,169.5,60.69,43.0,100.0,0
481313,1,3800.0,3506.14,210.43,0.0,105.0,612.56,0
958624,1,3000.0,0.0,0.0,0.0,0.0,0.0,0
705395,1,27500.0,0.0,0.0,0.0,0.0,46.22,0
487769,1,500.0,29.37,29.37,0.0,0.0,160.33,0
938966,1,2000.0,930.8,0.0,0.0,28.0,200.0,0
165531,1,500.0,0.0,0.0,0.0,0.0,0.0,0
226245,1,28000.0,1483.87,0.0,0.0,0.0,400.0,0
465057,1,2000.0,529.12,1678.25,22.1,27.0,1651.96,0
269234,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
1203324,1,6000.0,2535.71,0.0,0.0,76.0,100.0,0
800205,2,13000.0,0.0,0.0,0.0,0.0,0.0,0
327197,3,13800.0,0.0,0.0,0.0,0.0,0.0,0
773997,1,17000.0,0.0,0.0,0.0,0.0,0.0,0
542516,2,26300.0,174.08,174.08,0.0,27.0,236.15,0
665389,1,2000.0,924.98,922.69,0.0,29.0,0.0,0
912787,1,11000.0,0.0,0.0,0.0,0.0,0.0,0
508160,1,300.0,0.0,0.0,0.0,0.0,0.0,0
813954,1,27000.0,1336.32,44.0,0.0,40.0,500.0,0
347152,1,10000.0,23.64,48.59,0.0,23.64,25.0,0
370173,1,6000.0,4202.43,7884.49,0.0,36.0,5256.83,0
29316,1,28500.0,0.0,0.0,0.0,0.0,0.0,0
114507,3,7500.0,0.0,0.0,0.0,0.0,0.0,0
415447,2,18500.0,10532.41,0.0,0.0,316.0,500.0,0
1193894,1,16700.0,0.0,0.0,0.0,0.0,0.0,0
436313,1,1000.0,730.46,2.96,0.0,27.0,100.0,0
800088,2,7000.0,5570.46,537.66,0.0,167.0,1550.0,0
838857,1,17000.0,0.0,0.0,0.0,0.0,0.0,0
467578,1,8000.0,5604.36,71.1,0.0,168.0,250.0,0
194903,7,7000.0,0.0,0.0,0.0,0.0,0.0,0
897052,1,7000.0,0.0,0.0,0.0,0.0,0.0,0
979110,1,8000.0,3436.57,1100.0,0.0,103.0,71.0,0
350471,2,21000.0,1159.38,3175.19,63.36,35.0,2460.94,0
674776,1,11000.0,10836.25,100.0,0.0,325.0,329.0,0
325939,1,5000.0,2453.15,0.0,0.0,74.0,100.0,0
1017145,3,19500.0,12406.76,342.68,0.0,372.0,1025.0,0
842917,1,3500.0,551.26,359.46,0.0,29.0,0.0,0
614142,1,15000.0,626.16,692.2,0.0,27.0,840.0,0
6334,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
251576,1,600.0,535.64,0.0,0.0,27.0,28.0,0
