,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,Target
868249,1,2500.0,0.0,69.99,0.0,0.0,191.41,0
1101439,1,1700.0,0.0,0.0,0.0,0.0,0.0,0
1047556,1,500.0,0.0,0.0,0.0,0.0,0.0,0
802308,1,2000.0,1838.97,291.85,0.0,55.0,100.04,0
122307,1,9000.0,198.75,517.69,0.0,0.0,300.0,0
861575,1,500.0,0.0,0.0,0.0,0.0,0.0,0
192885,1,26500.0,0.0,0.0,0.0,0.0,0.0,0
92119,3,29000.0,51.06,500.0,0.0,27.0,500.0,0
1209928,1,400.0,0.0,0.0,0.0,0.0,0.0,0
830376,2,20000.0,1727.32,0.0,0.0,52.0,1242.03,0
1121612,1,300.0,341.33,0.0,0.0,54.68,41.0,0
1002271,1,2500.0,718.32,567.72,0.0,27.0,300.0,0
124549,1,4000.0,117.31,309.53,0.0,29.0,600.0,0
406623,3,24800.0,0.0,0.0,0.0,0.0,1.79,0
654298,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
1019531,1,400.0,0.0,0.0,0.0,0.0,0.0,0
601156,1,1000.0,818.32,0.0,0.0,27.0,27.0,0
1219977,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
1150202,1,500.0,0.0,0.0,0.0,0.0,0.0,0
199349,1,6500.0,4706.87,0.0,0.0,141.0,360.83,0
895470,1,12800.0,10767.61,56.95,0.0,323.0,400.0,0
233405,1,25000.0,0.0,0.0,0.0,0.0,0.0,0
645856,1,24300.0,0.0,0.0,0.0,0.0,0.0,0
1196095,1,14000.0,0.0,0.0,0.0,0.0,0.0,0
711069,1,2000.0,70.09,70.09,0.0,27.0,0.0,0
321899,1,5000.0,-199.82,0.0,0.0,0.0,0.0,0
149778,1,300.0,0.0,0.0,0.0,0.0,0.0,0
933224,1,500.0,50.52,182.12,0.0,27.0,131.6,0
224038,1,30000.0,0.0,0.0,0.0,0.0,0.0,0
873115,1,12000.0,0.0,0.0,0.0,0.0,0.0,0
827204,1,500.0,81.99,367.29,0.0,27.0,597.68,0
398795,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
600245,1,1000.0,20.26,20.26,0.0,0.0,69.71,0
1136665,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
772515,1,7500.0,700.55,65.3,0.0,27.0,60.0,0
604511,1,300.0,0.0,0.0,0.0,0.0,0.0,0
491671,1,8000.0,464.37,0.0,0.0,0.0,50.0,0
164677,1,10000.0,5882.64,2151.64,0.0,0.0,3800.0,0
587594,3,22000.0,212.66,4724.87,0.0,27.0,4971.85,0
401761,1,5000.0,435.0,435.0,0.0,27.0,1520.16,0
990741,1,7300.0,2175.1,3255.1,1080.0,0.0,0.0,0
8560,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
737738,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
672224,2,25000.0,177.06,177.06,0.0,27.0,9786.91,0
368562,1,5000.0,0.0,0.0,0.0,0.0,0.0,0
1141749,1,2000.0,0.0,0.0,0.0,0.0,0.0,0
146208,2,5000.0,0.0,459.86,0.0,0.0,459.86,0
971894,1,500.0,0.0,0.0,0.0,0.0,0.0,0
320895,1,25500.0,3276.39,721.19,60.93,98.0,400.0,0
654016,1,14300.0,0.0,0.0,0.0,0.0,0.0,0
1055553,1,4500.0,0.0,0.0,0.0,0.0,0.0,0
851617,1,23000.0,0.0,0.0,4.34,0.0,15.01,0
1209417,1,3000.0,1502.63,0.0,0.0,45.0,100.0,0
710808,1,11000.0,3043.15,302.08,0.0,0.0,100.0,0
34695,1,26800.0,285.84,285.84,0.0,0.0,108.9,0
844726,1,2000.0,46.93,102.02,0.0,0.0,81.86,0
819880,1,6000.0,0.0,0.0,0.0,0.0,0.0,0
470105,1,23000.0,204.53,0.0,0.0,54.0,0.0,0
60180,1,4500.0,0.0,0.0,0.0,0.0,0.0,0
392173,3,24000.0,1145.77,4906.7,321.55,34.0,4274.75,0
693957,1,6500.0,0.0,0.0,0.0,0.0,0.0,0
225251,1,1000.0,512.55,439.6,0.0,29.0,275.0,0
1133394,1,23000.0,0.0,0.0,0.0,0.0,0.0,0
11402,1,1000.0,0.0,0.0,0.0,0.0,0.0,0
