,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
551405,3,10000.0,344.14,517.71,22.9,27.0,720.0,1,0.0,0
1078643,1,8000.0,0.0,0.0,0.0,0.0,0.0,4,8522.77,0
1118435,1,1000.0,264.47,865.28,21.29,27.0,887.9,1,0.0,0
877777,1,500.0,0.0,0.0,0.0,0.0,0.0,4,391.91,0
167391,1,28000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1223205,1,2500.0,1836.12,0.0,0.0,0.0,120.0,1,0.0,0
522805,3,10000.0,6345.41,611.96,0.0,190.0,500.0,1,0.0,0
300607,1,800.0,0.0,0.0,0.0,0.0,0.0,4,768.12,0
749197,3,5000.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
576878,1,15000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
150018,1,4500.0,237.53,63.1,0.0,27.0,100.0,1,0.0,0
1183575,1,500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
358660,1,26000.0,0.0,14.01,0.0,0.0,1330.19,1,0.0,0
1058979,1,900.0,-7.86,0.0,0.0,0.0,0.0,5,0.0,0
621731,1,27000.0,329.2,243.81,0.0,54.0,0.0,1,0.0,0
332700,1,26500.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
55347,1,500.0,0.0,0.0,0.0,0.0,0.0,4,542.24,0
414781,1,12000.0,11659.19,302.49,0.0,350.0,400.0,1,0.0,0
811596,1,23800.0,3092.57,770.86,0.0,93.0,1000.0,1,0.0,0
1164190,1,1500.0,893.59,629.42,0.0,27.0,100.0,1,0.0,0
586534,1,13500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
687457,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,2141.1,0
168383,1,5000.0,0.0,0.0,0.0,0.0,0.0,4,5421.1,0
518885,1,25000.0,0.0,478.37,0.0,0.0,592.3,1,0.0,0
557030,1,26300.0,6512.21,341.53,0.0,195.0,200.0,1,0.0,0
763226,1,1000.0,820.14,0.0,0.0,27.0,27.0,1,0.0,0
1003723,2,27300.0,2308.87,2430.24,121.37,0.0,2590.89,1,0.0,0
302660,1,10000.0,2894.3,47.84,0.0,87.0,235.0,1,0.0,0
599586,2,28500.0,0.0,6038.9,0.0,0.0,0.0,1,0.0,0
