,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
209663,1,29300.0,15725.3,133.1,0.0,0.0,500.0,1,0.0,0
23826,1,26000.0,25.0,25.0,0.0,25.0,25.0,1,0.0,0
1095078,1,26300.0,566.94,847.79,0.0,27.0,504.94,1,0.0,0
926655,1,500.0,452.95,11.07,0.0,27.0,27.0,1,0.0,0
1165271,2,25000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
944167,1,5000.0,711.22,452.35,0.0,27.0,700.0,1,0.0,0
1127493,1,1000.0,114.84,54.7,0.0,27.0,63.0,1,0.0,0
50918,1,500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1186999,1,10000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
284457,1,5300.0,5184.85,102.44,0.0,156.0,175.0,1,0.0,0
901475,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2400.82,0
924736,1,3500.0,-6.37,0.0,0.0,0.0,2815.0,1,0.0,0
306379,4,1500.0,0.0,0.0,0.0,0.0,0.0,4,1807.49,0
168836,1,3150.0,2005.5,0.0,0.0,60.0,65.0,5,0.0,0
88400,1,22300.0,204.98,204.98,0.0,29.0,126.5,1,0.0,0
862187,1,8000.0,6228.21,361.33,0.0,187.0,300.0,1,0.0,0
675590,4,2000.0,0.0,0.0,0.0,0.0,0.0,4,2002.8,0
273404,3,28500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
11986,1,500.0,0.0,0.0,0.0,0.0,0.0,4,318.26,0
1078527,1,5000.0,14.76,0.0,0.0,14.76,800.0,1,0.0,0
785127,1,2500.0,2226.76,47.6,0.0,67.0,125.0,1,0.0,0
199813,1,11000.0,5347.48,0.0,0.0,160.0,332.0,5,0.0,0
301763,1,25900.0,3438.93,0.0,0.0,103.0,200.0,1,0.0,0
1235560,1,300.0,96.79,403.19,0.0,27.0,357.21,1,0.0,0
779960,1,3500.0,1840.63,0.0,0.0,55.0,60.0,1,0.0,0
521086,1,1500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
870842,1,2500.0,2395.37,0.0,0.0,212.0,0.0,5,0.0,0
127030,1,2200.0,0.0,0.0,0.0,0.0,0.0,4,2405.41,0
282252,1,29500.0,500.95,570.61,69.66,27.0,241.63,1,0.0,0
169184,2,8500.0,3697.09,4194.6,0.0,111.0,2450.52,1,0.0,0
103401,1,7000.0,569.63,288.13,0.0,0.0,40.0,1,0.0,0
325777,1,22800.0,202.33,0.0,0.0,27.0,80.0,1,0.0,0
1026037,1,500.0,421.76,637.22,0.0,0.0,500.75,1,0.0,0
174689,1,500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
563764,1,2000.0,1498.29,0.0,0.0,45.0,0.0,1,0.0,0
264002,1,2500.0,1888.39,0.0,0.0,57.0,103.0,1,0.0,0
1027920,1,300.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1217800,1,500.0,153.29,68.22,0.0,54.0,0.0,1,0.0,0
687238,1,1000.0,229.4,337.13,0.0,0.0,600.0,1,0.0,0
315492,1,7500.0,-2.0,0.0,0.0,0.0,0.0,3,0.0,0
94150,1,16000.0,10780.35,0.66,0.0,0.0,400.0,1,0.0,0
127228,1,10000.0,9189.22,0.0,0.0,276.0,300.0,1,0.0,0
760181,3,9500.0,116.17,949.36,22.14,29.0,908.62,1,0.0,0
790873,1,2300.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
360038,1,21200.0,1810.71,2786.94,10.09,54.0,3116.8,1,0.0,0
392720,1,2000.0,1875.52,415.05,0.0,56.0,500.0,1,0.0,0
1027530,1,3000.0,0.0,0.0,0.0,0.0,0.0,4,3532.63,0
165850,1,1000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
488217,1,1000.0,769.0,384.72,0.0,27.0,475.0,1,0.0,0
31313,1,19000.0,4766.09,473.45,0.0,143.0,286.0,1,0.0,0
425459,1,6700.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
711404,1,21800.0,11857.52,1970.21,81.27,356.0,0.0,1,0.0,0
867704,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,1311.39,0
670448,7,2000.0,0.0,0.0,0.0,0.0,0.0,4,1400.98,0
756532,1,6000.0,3808.04,378.85,128.39,0.0,200.0,1,0.0,0
