,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
1018519,3,6000.0,5485.22,107.68,0.0,165.0,0.0,1,0.0,0
503730,1,24000.0,73.84,0.0,0.0,27.0,100.0,1,0.0,0
109559,1,1000.0,1024.5,202.58,0.0,30.0,0.0,1,0.0,0
624641,4,7500.0,0.0,0.0,0.0,0.0,0.0,4,6601.2,0
719295,2,25000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
769469,1,7000.0,5750.44,928.0,0.0,173.0,167.38,1,0.0,0
207778,1,10000.0,23.36,23.36,0.0,0.0,23.36,1,0.0,0
844385,7,6000.0,0.0,0.0,0.0,0.0,0.0,4,6702.57,0
519082,1,2000.0,1796.24,105.62,0.0,0.0,100.0,1,0.0,0
1140767,1,1000.0,973.51,44.1,0.0,29.0,0.0,1,0.0,0
855762,1,500.0,128.64,45.2,0.0,27.0,25.0,1,0.0,0
1169596,1,2500.0,136.98,1228.45,0.0,27.0,1305.26,1,0.0,0
346011,2,5000.0,0.0,0.0,0.0,0.0,0.0,4,4068.01,0
299029,7,29000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1203690,3,7500.0,172.42,400.85,0.0,0.0,318.55,1,0.0,0
153527,1,13000.0,0.0,0.0,0.0,0.0,0.0,4,13850.83,0
1127829,1,500.0,281.76,393.07,0.0,0.0,351.41,1,0.0,0
506846,1,9500.0,1062.91,1060.27,0.0,32.0,3741.4,1,0.0,0
414131,1,13800.0,4899.83,1846.4,0.0,147.0,300.0,1,0.0,0
163828,1,3000.0,1144.32,280.26,0.0,34.0,90.0,1,0.0,0
472552,1,13000.0,0.0,80.2,0.0,0.0,265.48,1,0.0,0
723949,1,500.0,111.88,9.79,0.0,27.0,50.0,1,0.0,0
1047412,1,3000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1091497,1,2000.0,-44.96,0.0,84.99,0.0,0.0,1,0.0,0
1136954,1,500.0,268.79,35.0,0.0,27.0,30.0,1,0.0,0
217396,1,2000.0,1780.81,0.0,0.0,53.0,100.0,1,0.0,0
4309,1,13000.0,139.26,354.92,0.0,27.0,300.0,1,0.0,0
709365,1,24000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
52658,1,5000.0,4695.7,36.12,0.0,141.0,100.0,1,0.0,0
1225494,1,3000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
362514,1,22500.0,13142.11,315.01,174.41,394.0,400.0,1,0.0,0
839089,1,1000.0,1047.34,0.0,0.0,60.0,0.0,2,0.0,0
