,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
329020,2,5000.0,0.0,0.0,0.0,0.0,108.73,1,0.0,0
817070,1,21000.0,20112.07,0.0,0.0,603.0,616.0,1,0.0,0
279114,1,500.0,212.91,212.39,0.0,29.0,0.0,1,0.0,0
1033897,1,6800.0,339.66,339.66,0.0,27.0,0.0,1,0.0,0
814925,1,1000.0,996.26,132.81,0.0,0.0,150.0,1,0.0,0
411402,2,11000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
133695,1,2500.0,1914.24,164.27,0.0,57.0,220.0,1,0.0,0
358386,1,10000.0,723.11,1018.14,0.0,27.0,1983.67,1,0.0,0
968245,1,2000.0,1964.67,31.49,0.0,59.0,61.65,1,0.0,0
432319,1,500.0,0.0,0.0,0.0,0.0,0.0,4,195.54,0
1111959,1,5000.0,0.0,0.0,0.0,0.0,2782.5,5,0.0,0
294366,1,9000.0,1716.35,1325.9,94.12,51.0,2957.41,1,0.0,0
151505,1,25000.0,0.0,724.11,0.0,0.0,724.11,1,0.0,0
720390,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2212.2,0
116974,1,27300.0,38.29,387.53,33.1,29.0,535.68,1,0.0,0
931476,1,400.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
206923,1,7200.0,0.0,0.0,0.0,0.0,0.0,4,7179.24,0
1090221,3,28000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
375052,2,25000.0,4061.46,251.68,0.0,269.0,1156.62,1,0.0,0
676824,1,12500.0,458.2,714.27,0.0,0.0,598.08,1,0.0,0
274447,3,10500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
125114,1,22000.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
18214,1,500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
92084,1,2000.0,1802.75,0.0,0.0,0.0,65.0,1,0.0,0
213761,3,8000.0,5638.59,294.48,0.0,169.0,300.0,1,0.0,0
992370,1,4500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
635635,2,22300.0,1937.69,1937.69,0.0,58.0,383.84,1,0.0,0
782680,4,3000.0,0.0,0.0,0.0,0.0,0.0,4,3089.55,0
1230899,1,5500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
628552,1,25000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
418793,2,27000.0,206.0,206.0,0.0,27.0,0.0,1,0.0,0
