,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
292437,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1086.91,0
978427,1,26800.0,744.22,285.48,0.0,27.0,1000.0,1,0.0,0
602167,1,24000.0,-52.83,17.98,0.0,0.0,0.0,1,0.0,0
994495,1,500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
556540,8,3500.0,0.0,0.0,0.0,0.0,0.0,4,1037.8,0
989345,1,500.0,318.86,340.53,0.0,27.0,500.0,1,0.0,0
635911,1,13500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
913828,1,2000.0,1829.39,0.0,0.0,55.0,56.0,1,0.0,0
790361,1,300.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
392371,1,10000.0,441.02,3896.38,0.0,27.0,5245.78,1,0.0,0
546614,1,12500.0,10741.59,689.52,0.0,322.0,375.0,1,0.0,0
41020,1,13000.0,7607.24,0.0,0.0,228.0,0.0,1,0.0,0
134021,1,9000.0,0.0,0.0,0.0,0.0,0.0,4,1982.64,0
892103,1,7500.0,747.72,242.2,12.45,27.0,45.0,1,0.0,0
217523,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,1988.92,0
541922,1,24000.0,381.54,138.79,0.0,54.0,54.0,1,0.0,0
443247,1,9000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
835789,1,1500.0,1268.81,193.4,0.0,38.0,220.0,1,0.0,0
179307,1,18500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1082629,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,853.53,0
1212083,1,300.0,0.0,0.0,0.0,0.0,0.0,4,76.92,0
640427,1,2000.0,2065.14,15.15,0.0,119.0,0.0,1,0.0,0
484473,1,13000.0,1307.21,0.0,0.0,39.0,700.0,1,0.0,0
490264,1,10500.0,0.0,0.0,0.0,0.0,0.0,4,7303.49,0
1093001,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1098.01,0
24949,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,766.87,0
131743,1,5000.0,0.0,0.0,0.0,0.0,0.0,4,4407.13,0
929008,1,5500.0,0.0,0.0,0.0,0.0,0.0,4,5317.73,0
1017074,1,21500.0,76.49,1381.12,0.0,0.0,1744.71,1,0.0,0
1020890,1,25500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1212276,2,20000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1059385,1,30000.0,30021.59,669.61,0.0,900.0,250.0,1,0.0,0
439682,1,29000.0,115.17,242.95,0.0,27.0,127.78,1,0.0,0
798270,1,26500.0,99.99,99.99,0.0,27.0,193.82,1,0.0,0
506096,1,17000.0,2791.29,0.0,0.0,84.0,2500.0,1,0.0,0
1022608,1,10500.0,846.48,1260.4,0.0,27.0,645.42,1,0.0,0
876735,1,7000.0,4521.4,0.0,0.0,136.0,140.0,5,0.0,0
622708,1,27000.0,447.59,1010.79,23.63,27.0,1079.14,1,0.0,0
112569,4,5800.0,0.0,0.0,0.0,0.0,0.0,4,2465.36,0
713007,1,17500.0,2472.36,0.0,0.0,74.0,150.0,1,0.0,0
896789,1,1000.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
56480,2,8000.0,463.9,481.15,110.16,0.0,300.0,1,0.0,0
466986,1,3500.0,763.22,0.0,0.0,45.0,0.0,5,0.0,0
62712,1,8000.0,175.13,2487.0,0.0,27.0,2551.49,1,0.0,0
843044,3,6500.0,1066.2,2856.9,0.0,32.0,2800.0,1,0.0,0
310889,2,18300.0,744.34,744.34,0.0,27.0,398.83,1,0.0,0
214722,1,28300.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
517258,1,27800.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1196459,1,500.0,496.39,496.39,0.0,27.0,56.39,1,0.0,0
800226,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1303.71,0
1230894,1,5500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1005991,1,2500.0,2079.96,0.0,0.0,62.0,80.0,1,0.0,0
359342,1,500.0,489.84,0.0,0.0,27.0,0.0,1,0.0,0
32153,1,4500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
920338,1,2800.0,0.0,0.0,0.0,0.0,0.0,4,2577.27,0
503884,1,20000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1008743,1,9000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
980185,1,500.0,464.45,125.35,0.0,27.0,135.0,1,0.0,0
136872,3,12300.0,0.0,1776.34,10.75,0.0,1663.45,1,0.0,0
1222731,1,6500.0,373.04,771.22,0.0,27.0,1195.0,1,0.0,0
846977,1,500.0,377.46,416.79,0.0,27.0,412.29,1,0.0,0
830902,1,13500.0,3289.21,423.97,0.0,99.0,100.0,1,0.0,0
546281,1,19200.0,654.62,0.0,0.0,27.0,150.0,1,0.0,0
965306,1,15800.0,3329.58,1663.43,186.99,0.0,1110.0,1,0.0,0
829767,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,66.85,0
686104,1,11500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
417424,2,26500.0,0.0,405.39,0.0,27.0,723.65,1,0.0,0
8098,1,4000.0,240.15,255.63,120.39,27.0,165.0,1,0.0,0
973497,1,1000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1235043,1,500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1193653,1,10000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1178194,1,4100.0,0.0,0.0,0.0,0.0,0.0,4,4227.85,0
433519,1,2000.0,1958.52,832.75,48.15,0.0,200.0,1,0.0,0
995617,1,500.0,557.65,0.0,0.0,27.0,100.0,1,0.0,0
881088,1,500.0,10.0,429.97,44.25,10.0,574.99,1,0.0,0
1225858,1,1000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
145317,2,9400.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
849329,1,1000.0,1049.91,23.97,0.0,60.0,0.0,1,0.0,0
40639,1,26500.0,310.96,244.05,0.0,27.0,155.0,1,0.0,0
39387,1,4500.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
927020,1,4500.0,4347.65,90.64,0.0,130.0,0.0,1,0.0,0
637179,1,7300.0,28.72,28.72,0.0,28.72,0.0,1,0.0,0
312290,1,23000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
272610,2,7000.0,1103.63,1134.0,30.37,33.0,3503.33,1,0.0,0
253505,1,22700.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
931299,1,500.0,352.93,100.57,0.0,27.0,235.0,1,0.0,0
936877,1,1000.0,253.64,0.0,0.0,0.0,50.0,1,0.0,0
304729,1,3000.0,1438.82,0.0,0.0,43.0,200.0,5,0.0,0
1122082,1,500.0,12.35,441.47,0.0,0.0,429.12,1,0.0,0
869408,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,999.62,0
133687,1,2500.0,1618.67,280.82,0.0,49.0,200.0,1,0.0,0
329481,1,5000.0,4757.28,0.0,0.0,143.0,145.0,1,0.0,0
1099917,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1271.7,0
670958,1,10000.0,8424.59,237.47,0.0,0.0,300.0,1,0.0,0
179092,1,26000.0,3483.6,0.0,0.0,105.0,500.0,1,0.0,0
995815,1,6500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1060812,1,28500.0,11735.79,100.88,0.0,352.0,500.0,1,0.0,0
967354,1,500.0,504.66,41.93,0.0,27.0,50.0,1,0.0,0
445997,2,29300.0,342.35,342.35,0.0,0.0,498.6,1,0.0,0
217052,1,6000.0,0.0,0.0,0.0,0.0,0.0,4,6413.76,0
1088562,4,8500.0,0.0,0.0,0.0,0.0,0.0,4,62.36,0
1061480,2,5000.0,356.5,224.68,0.0,27.0,250.0,1,0.0,0
681471,1,1300.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
930226,1,3000.0,3036.11,149.93,0.0,90.0,100.0,1,0.0,0
1156826,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,418.72,0
1136885,1,1500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
943522,1,7500.0,3900.0,5060.54,0.0,110.0,1160.54,1,0.0,0
329202,4,6500.0,0.0,0.0,0.0,0.0,0.0,4,6731.97,0
401363,1,21500.0,267.81,267.81,0.0,27.0,32.66,1,0.0,0
1164005,1,14000.0,3352.64,0.0,0.0,101.0,103.0,1,0.0,0
874534,1,500.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0
286587,8,8250.0,0.0,0.0,0.0,0.0,0.0,4,1022.61,0
1078671,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1247.99,0
977907,1,3500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
441699,1,26000.0,11718.15,0.0,0.0,0.0,600.0,1,0.0,0
599534,1,25800.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
984900,1,23000.0,6310.38,0.0,0.0,189.0,223.43,1,0.0,0
281461,3,11500.0,7.75,7.75,0.0,7.75,27.76,1,0.0,0
522382,8,5000.0,0.0,0.0,0.0,0.0,0.0,4,572.47,0
1020461,1,500.0,340.28,0.0,0.0,54.0,0.0,1,0.0,0
58242,2,17000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
176992,1,7500.0,7026.19,96.73,0.0,211.0,200.0,1,0.0,0
469063,1,25000.0,-38.92,0.0,0.0,0.0,0.0,1,0.0,0
98767,1,10000.0,9805.01,190.66,0.0,294.0,300.0,1,0.0,0
1126241,1,500.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0
724763,1,2500.0,2279.77,0.0,0.0,68.0,125.0,1,0.0,0
817081,1,5300.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
368645,1,26500.0,186.89,306.58,0.0,7.23,10060.0,1,0.0,0
171344,1,6500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
660275,1,6000.0,5601.03,112.31,0.0,168.0,180.0,1,0.0,0
1087918,1,2500.0,2435.45,0.0,0.0,73.0,75.0,1,0.0,0
841655,1,1000.0,0.0,62.8,0.0,0.0,62.8,1,0.0,0
332931,1,24500.0,3755.28,5820.99,0.0,0.0,4907.3,1,0.0,0
505534,1,3000.0,2729.84,321.85,0.0,82.0,100.0,1,0.0,0
416831,1,11000.0,0.0,0.0,0.0,0.0,0.0,4,9967.48,0
77250,1,3500.0,594.17,156.21,0.0,27.0,89.85,1,0.0,0
588315,1,500.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
861827,1,8500.0,0.0,0.0,0.0,0.0,0.0,4,8806.53,0
994094,1,6000.0,1548.61,0.0,0.0,0.0,100.0,1,0.0,0
977153,1,2000.0,1810.51,0.0,0.0,0.0,140.0,1,0.0,0
499648,2,12000.0,0.0,0.0,0.0,0.0,10.26,1,0.0,0
107462,1,5000.0,4006.91,80.0,0.0,120.0,210.0,1,0.0,0
618362,1,3500.0,0.0,0.0,0.0,0.0,0.0,4,3700.91,0
978934,1,3300.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
322381,1,2000.0,1098.62,1010.91,0.0,33.0,630.0,1,0.0,0
12542,2,5000.0,65.64,386.05,0.0,0.0,721.4,1,0.0,0
727779,1,1100.0,13.0,209.96,0.0,13.0,249.72,1,0.0,0
636847,1,5000.0,2033.44,1052.37,0.0,61.0,300.0,1,0.0,0
382273,1,27500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
761082,1,6500.0,3202.39,0.0,0.0,96.0,129.0,1,0.0,0
180834,1,10000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
385346,1,26500.0,42.73,344.89,0.0,27.0,302.19,1,0.0,0
1084881,1,500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
64240,1,26600.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
845557,1,4000.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
481546,1,9500.0,385.4,1185.63,6.72,0.0,1030.57,1,0.0,0
1183997,1,500.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0
204923,1,3000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
400582,1,30000.0,577.95,600.95,23.42,29.0,190.16,1,0.0,0
720300,1,5000.0,1950.36,0.0,0.0,59.0,60.0,1,0.0,0
1069299,1,2500.0,2600.88,0.0,0.0,296.0,0.0,5,0.0,0
938799,1,500.0,236.98,386.98,0.0,27.0,150.0,1,0.0,0
401085,1,8000.0,6865.57,0.0,0.0,0.0,215.0,1,0.0,0
745239,1,5000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
2488,1,3500.0,3256.16,284.92,0.0,98.0,500.0,1,0.0,0
91594,1,500.0,0.0,0.0,0.0,0.0,0.0,4,248.0,0
346252,4,1500.0,0.0,0.0,0.0,0.0,0.0,4,1293.66,0
901611,1,20000.0,11755.87,0.0,0.0,353.0,363.0,1,0.0,0
530234,1,6000.0,3661.58,0.0,0.0,110.0,2157.5,1,0.0,0
824049,1,500.0,0.0,0.0,0.0,0.0,0.0,4,494.33,0
952510,1,3500.0,2940.05,306.54,0.0,88.0,164.0,1,0.0,0
939668,1,1500.0,0.0,0.0,0.0,0.0,0.0,4,41.17,0
1020494,1,1000.0,6.45,6.45,0.0,6.45,0.0,1,0.0,0
98022,1,2500.0,0.0,0.0,0.0,0.0,0.0,4,2900.34,0
742274,1,26000.0,283.11,592.58,0.0,27.0,656.79,1,0.0,0
384230,1,6000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
765780,1,11500.0,0.0,0.0,0.0,0.0,107.13,1,0.0,0
889058,1,500.0,44.59,152.5,0.0,27.0,107.91,1,0.0,0
976717,1,5000.0,2915.47,0.0,0.0,87.0,0.0,1,0.0,0
1126477,1,8000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
409815,2,30000.0,59.64,59.64,0.0,0.0,96.88,1,0.0,0
28386,1,750.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1115923,1,11500.0,6024.99,3152.14,147.96,181.0,600.0,1,0.0,0
774076,1,1500.0,620.6,0.0,0.0,27.0,100.0,1,0.0,0
296964,1,27000.0,259.05,570.42,40.0,27.0,378.53,1,0.0,0
731441,1,500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1145593,1,1000.0,457.23,109.46,0.0,27.0,150.0,1,0.0,0
15697,2,14000.0,0.0,266.39,171.19,0.0,95.2,1,0.0,0
512834,1,2000.0,1785.12,105.3,0.0,54.0,50.0,2,0.0,0
293847,1,2500.0,0.0,0.0,0.0,0.0,0.0,4,2898.76,0
785522,1,10500.0,492.9,493.03,0.0,27.0,14.0,1,0.0,0
818055,1,1100.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0
663752,2,30000.0,2130.57,2130.57,0.0,64.0,1800.07,1,0.0,0
874147,1,5000.0,2165.02,79.88,76.45,0.0,75.0,1,0.0,0
813989,1,500.0,406.74,0.0,0.0,0.0,27.0,1,0.0,0
426040,2,11500.0,4185.68,2013.27,0.0,126.0,1564.0,1,0.0,0
7219,1,14500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1154450,1,12000.0,5084.45,0.0,0.0,0.0,160.0,1,0.0,0
952754,1,5000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
998931,1,500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
483149,1,6400.0,0.0,0.0,0.0,0.0,0.0,4,6876.82,0
580763,1,3500.0,38.24,63.66,0.0,27.0,25.42,1,0.0,0
514146,1,3500.0,51.85,51.85,0.0,27.0,0.0,1,0.0,0
995216,1,4000.0,2949.5,41.96,0.0,88.0,100.0,1,0.0,0
499238,1,20800.0,291.84,921.29,0.0,27.0,16453.79,1,0.0,0
962421,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1153.25,0
1132991,1,5000.0,58.93,677.99,0.0,0.0,722.79,1,0.0,0
871673,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,14.71,0
1137429,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,1245.92,0
538643,2,8000.0,6977.89,0.0,0.0,209.0,215.0,2,0.0,0
477432,2,29000.0,912.34,1167.11,19.97,27.0,338.54,1,0.0,0
1189075,1,6000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
810960,1,500.0,0.0,0.0,0.0,0.0,0.0,4,599.74,0
14959,1,10000.0,8629.75,0.0,0.0,1024.0,0.0,5,0.0,0
274465,3,10500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1040635,3,5000.0,0.0,0.0,0.0,0.0,0.0,4,5529.25,0
938461,1,5000.0,4946.5,127.43,0.0,148.0,153.17,1,0.0,0
122103,1,500.0,0.0,0.0,0.0,0.0,0.0,4,618.28,0
392593,1,18000.0,2709.88,559.76,0.0,81.0,2028.09,1,0.0,0
849356,3,26500.0,423.39,793.39,0.0,27.0,554.62,1,0.0,0
939311,1,29000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
543275,2,6500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1220780,1,16000.0,1716.55,213.8,0.0,51.0,313.56,1,0.0,0
495528,1,3500.0,0.0,0.0,0.0,0.0,0.0,4,4113.73,0
825381,2,5000.0,4911.61,0.0,0.0,147.0,150.0,1,0.0,0
18719,1,28300.0,2505.05,171.36,0.0,75.0,100.0,1,0.0,0
2456,3,5000.0,1142.1,0.0,0.0,34.0,50.0,1,0.0,0
214004,1,8000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
201938,1,300.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
137721,6,8000.0,0.0,0.0,0.0,0.0,0.0,4,8355.67,0
320289,2,8500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
619757,1,20000.0,1613.77,0.0,0.0,48.0,427.84,1,0.0,0
506530,1,18500.0,18434.45,770.34,0.0,553.0,540.0,1,0.0,0
1159394,1,5500.0,4130.97,17.71,0.0,124.0,130.0,1,0.0,0
896765,1,1000.0,0.0,37.09,0.0,0.0,37.09,1,0.0,0
388537,1,2500.0,0.0,0.0,0.0,0.0,0.0,4,2473.23,0
1114724,1,7000.0,6253.07,811.43,0.0,188.0,1000.0,1,0.0,0
731085,1,15000.0,6211.96,0.0,0.0,186.0,1200.0,1,0.0,0
993044,1,2000.0,-3.38,0.0,0.0,0.0,0.0,3,0.0,0
760645,3,12000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
203259,1,4500.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0
444346,1,24000.0,4903.22,88.54,0.0,147.0,390.78,1,0.0,0
663683,1,28500.0,1826.49,1388.91,0.0,0.0,600.0,1,0.0,0
413002,8,12000.0,0.0,0.0,0.0,0.0,0.0,4,10588.57,0
1056414,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2203.16,0
770001,1,10000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
