,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
442877,8,1500.0,0.0,0.0,0.0,0.0,0.0,4,196.11,0
13791,1,24000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
540197,3,20000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
197051,1,21500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
630770,1,25500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
314095,1,23000.0,685.85,485.61,0.0,27.0,1050.0,1,0.0,0
59100,2,9000.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
507908,1,10000.0,8250.35,39.9,0.0,0.0,355.0,1,0.0,0
373440,2,28000.0,726.88,1152.97,21.54,29.0,1069.42,1,0.0,0
1066769,1,11000.0,1025.97,342.89,10.64,31.0,100.0,1,0.0,0
1127680,1,27300.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
750745,1,11000.0,2413.26,0.0,0.0,143.0,0.0,1,0.0,0
123371,1,26500.0,2359.86,0.0,0.0,71.0,300.0,1,0.0,0
335607,1,1000.0,972.44,0.0,0.0,0.0,30.0,1,0.0,0
455024,1,19000.0,1207.74,529.48,0.0,36.0,0.0,1,0.0,0
682866,2,10000.0,8.45,8.45,0.0,8.45,0.0,1,0.0,0
739451,1,5000.0,600.0,1554.32,0.0,0.0,954.32,1,0.0,0
1112802,1,1000.0,816.29,0.0,0.0,96.0,0.0,3,0.0,0
344460,1,8500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
583482,1,500.0,0.0,0.0,0.0,0.0,560.48,5,0.0,0
28192,1,18000.0,17017.63,777.73,0.0,511.0,1018.2,1,0.0,0
13743,1,10000.0,9767.9,197.97,53.2,0.0,296.0,1,0.0,0
1225296,1,3000.0,2335.58,0.0,0.0,70.0,238.18,5,0.0,0
890767,1,4300.0,1093.11,0.0,0.0,33.0,300.0,1,0.0,0
270931,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2344.66,0
689082,1,29800.0,723.16,159.46,0.0,27.0,200.0,1,0.0,0
1055398,1,1000.0,965.27,122.67,0.0,29.0,75.0,2,0.0,0
