,CardType,CreditLine,LastStatementBalanceAmount,LastStatementPurchaseAmount,LastStatementPurchaseReturnAmount,LastStatementMinimumPaymentDueAmount,LastStatementPaymentTotalAmount,CardExternalStatus,ChargeOffAmount,Target
262926,4,5000.0,0.0,0.0,0.0,0.0,0.0,4,5125.32,0
517207,1,28000.0,-209.56,415.59,0.0,0.0,0.0,1,0.0,0
1156550,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,2123.73,0
859739,1,5500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
581227,1,18000.0,7813.77,153.6,0.0,234.0,401.0,1,0.0,0
256527,1,2000.0,1085.89,0.0,0.0,33.0,180.0,1,0.0,0
537303,1,5500.0,40.07,40.07,0.0,27.0,32.24,1,0.0,0
979870,1,2500.0,309.23,0.0,0.0,29.0,100.0,1,0.0,0
389467,1,4000.0,311.5,1371.97,0.0,29.0,1474.98,1,0.0,0
449592,1,22300.0,76.99,76.99,0.0,27.0,151.74,1,0.0,0
1157807,1,1000.0,0.0,0.0,0.0,0.0,0.0,4,988.22,0
1003942,1,5500.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
675123,2,30000.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
1022839,1,17300.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
956331,1,13300.0,34.38,34.38,0.0,27.0,315.42,1,0.0,0
527138,1,5000.0,4744.09,107.19,0.0,142.0,250.0,1,0.0,0
220179,2,10000.0,1075.0,3493.88,0.0,0.0,2454.47,1,0.0,0
1113853,1,2000.0,0.0,0.0,0.0,0.0,0.0,4,1429.01,0
1152731,1,300.0,253.92,12.78,0.0,0.0,84.0,1,0.0,0
919086,1,1500.0,0.0,0.0,0.0,0.0,0.0,4,1466.97,0
891532,1,500.0,0.0,133.25,0.0,0.0,295.58,1,0.0,0
450287,1,2500.0,1183.25,944.8,0.0,35.0,600.0,1,0.0,0
579468,9,2500.0,0.0,0.0,0.0,0.0,0.0,3,0.0,0
1157504,1,300.0,286.51,583.53,12.98,29.0,396.3,1,0.0,0
